Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	4.148e-002
6	0.16177
7	0.33114
8	0.52706
9	0.72863
10	0.91936
11	1.0839
12	1.2117
13	1.2917
14	1.3192
15	1.2925
16	1.212
17	1.0815
18	0.90682
19	0.6945
20	0.45635
21	0.20215
22	-5.7848e-002
23	-0.3132
24	-0.55363
25	-0.77017
26	-0.95425
27	-1.0977
28	-1.1943
29	-1.2403
30	-1.2346
31	-1.1767
32	-1.0698
33	-0.91949
34	-0.73154
35	-0.51409
36	-0.27625
37	-2.9829e-002
38	0.21521
39	0.44963
40	0.66284
41	0.84727
42	0.99673
43	1.1039
44	1.1662
45	1.181
46	1.1479
47	1.0675
48	0.94156
49	0.77728
50	0.57995
51	0.35788
52	0.11849
53	-0.13012
54	-0.37592
55	-0.60869
56	-0.81741
57	-0.99355
58	-1.1288
59	-1.2191
60	-1.261
61	-1.2508
62	-1.1875
63	-1.0729
64	-0.91026
65	-0.7063
66	-0.46852
67	-0.20687
68	6.8501e-002
69	0.34471
70	0.60861
71	0.84847
72	1.0529
73	1.2119
74	1.3184
75	1.3652
76	1.351
77	1.2773
78	1.1471
79	0.96679
80	0.74398
81	0.48771
82	0.20893
83	-8.2593e-002
84	-0.37598
85	-0.66226
86	-0.93539
87	-1.1909
88	-1.4282
89	0.
90	-1.6505
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	4.1336e-002
99	0.16168
100	0.3315
101	0.52726
102	0.72875
103	0.91924
104	1.0839
105	1.2118
106	1.2917
107	1.3195
108	1.2925
109	1.2119
110	1.0817
111	0.90666
112	0.69446
113	0.45625
114	0.20232
115	-5.7655e-002
116	-0.31315
117	-0.55382
118	-0.77015
119	-0.95436
120	-1.0976
121	-1.1942
122	-1.2404
123	-1.2347
124	-1.1768
125	-1.0699
126	-0.91935
127	-0.73151
128	-0.51394
129	-0.27648
130	-2.9895e-002
131	0.2152
132	0.44968
133	0.66279
134	0.84753
135	0.99666
136	1.1041
137	1.1662
138	1.1809
139	1.1479
140	1.0673
141	0.9414
142	0.77711
143	0.57996
144	0.35769
145	0.11859
146	-0.13001
147	-0.37602
148	-0.60853
149	-0.81764
150	-0.99347
