Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	3.5576e-002
6	0.15555
7	0.33442
8	0.54747
9	0.7703
10	0.98105
11	1.1602
12	1.2919
13	1.3639
14	1.3689
15	1.3041
16	1.1712
17	0.97643
18	0.72978
19	0.44422
20	0.13589
21	-0.17825
22	-0.48067
23	-0.75459
24	-0.98474
25	-1.1583
26	-1.2653
27	-1.2996
28	-1.2594
29	-1.147
30	-0.96875
31	-0.73492
32	-0.45895
33	-0.15686
34	0.15399
35	0.45587
36	0.73136
37	0.96437
38	1.1417
39	1.2531
40	1.2921
41	1.2566
42	1.1489
43	0.97498
44	0.74504
45	0.47231
46	0.17257
47	-0.13717
48	-0.43936
49	-0.71633
50	-0.95237
51	-1.134
52	-1.2512
53	-1.2973
54	-1.2696
55	-1.1697
56	-1.0032
57	-0.77973
58	-0.512
59	-0.21574
60	9.2012e-002
61	0.39378
62	0.67224
63	0.9112
64	1.0971
65	1.2189
66	1.2697
67	1.2464
68	1.1502
69	0.98665
70	0.76474
71	0.49711
72	0.19899
73	-0.11253
74	-0.41955
75	-0.70464
76	-0.95126
77	-1.1447
78	-1.2737
79	-1.3302
80	-1.3097
81	-1.212
82	-1.0405
83	-0.80225
84	-0.50693
85	-0.16642
86	0.20641
87	0.59917
88	1.0013
89	0.
90	1.4055
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	3.5585e-002
99	0.15552
100	0.33449
101	0.54748
102	0.77033
103	0.98103
104	1.1602
105	1.2919
106	1.3639
107	1.3689
108	1.304
109	1.1712
110	0.97644
111	0.72974
112	0.44422
113	0.13586
114	-0.17822
115	-0.48066
116	-0.7546
117	-0.98476
118	-1.1583
119	-1.2653
120	-1.2996
121	-1.2594
122	-1.147
123	-0.96877
124	-0.73492
125	-0.45896
126	-0.15685
127	0.154
128	0.45588
129	0.73133
130	0.96437
131	1.1417
132	1.2531
133	1.2921
134	1.2566
135	1.1489
136	0.97501
137	0.74502
138	0.47232
139	0.17258
140	-0.1372
141	-0.43936
142	-0.71634
143	-0.95237
144	-1.1341
145	-1.2511
146	-1.2973
147	-1.2696
148	-1.1697
149	-1.0032
150	-0.77971
151	-0.512
152	-0.21573
