Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	5.9356e-003
6	2.3674e-002
7	4.9982e-002
8	8.2742e-002
9	0.12037
10	0.1617
11	0.20583
12	0.25207
13	0.29991
14	0.34892
15	0.39879
16	0.44928
17	0.50017
18	0.55133
19	0.60263
20	0.65396
21	0.70524
22	0.75642
23	0.80743
24	0.85823
25	0.90878
26	0.95904
27	1.009
28	1.0586
29	1.1078
30	1.1566
31	1.2051
32	1.253
33	1.3005
34	1.3476
35	1.3941
36	1.4401
37	1.4856
38	1.5305
39	1.5749
40	1.6187
41	1.6618
42	1.7044
43	1.7463
44	1.7876
45	1.8282
46	1.8681
47	1.9073
48	1.9458
49	1.9836
50	2.0206
51	2.0569
52	2.0924
53	2.1272
54	2.1611
55	2.1942
56	2.2266
57	2.258
58	2.2887
59	2.3185
60	2.3474
61	2.3754
62	2.4026
63	2.4289
64	2.4542
65	2.4787
66	2.5022
67	2.5248
68	2.5464
69	2.5671
70	2.5869
71	2.6057
72	2.6235
73	2.6404
74	2.6563
75	2.6712
76	2.6851
77	2.6981
78	2.7101
79	2.7212
80	2.7314
81	2.7406
82	2.7489
83	2.7563
84	2.763
85	2.7689
86	2.7741
87	2.7787
88	2.7828
89	0.
90	2.7867
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	5.9356e-003
99	2.3674e-002
100	4.9982e-002
101	8.2742e-002
102	0.12037
103	0.1617
104	0.20583
105	0.25207
106	0.29991
107	0.34892
108	0.39879
109	0.44928
110	0.50017
111	0.55133
112	0.60263
113	0.65396
114	0.70524
115	0.75642
116	0.80743
117	0.85823
118	0.90878
119	0.95904
120	1.009
121	1.0586
122	1.1078
123	1.1566
124	1.2051
125	1.253
126	1.3005
127	1.3476
128	1.3941
129	1.4401
130	1.4856
131	1.5305
132	1.5749
133	1.6187
134	1.6618
135	1.7044
136	1.7463
137	1.7876
138	1.8282
139	1.8681
140	1.9073
141	1.9458
142	1.9836
143	2.0206
144	2.0569
145	2.0924
146	2.1272
147	2.1611
148	2.1942
149	2.2266
150	2.258
151	2.2887
152	2.3185
153	2.3474
154	2.3754
155	2.4026
156	2.4289
157	2.4542
158	2.4787
159	2.5022
