Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	1.1893e-002
6	4.7308e-002
7	9.9599e-002
8	0.16434
9	0.23817
10	0.31852
11	0.40336
12	0.49111
13	0.58045
14	0.67034
15	0.75987
16	0.8483
17	0.935
18	1.0194
19	1.1011
20	1.1796
21	1.2545
22	1.3255
23	1.3923
24	1.4546
25	1.5122
26	1.5648
27	1.6123
28	1.6545
29	1.6912
30	1.7223
31	1.7476
32	1.7672
33	1.7809
34	1.7886
35	1.7904
36	1.7862
37	1.7761
38	1.76
39	1.7381
40	1.7104
41	1.677
42	1.638
43	1.5935
44	1.5437
45	1.4887
46	1.4288
47	1.3642
48	1.295
49	1.2214
50	1.1438
51	1.0624
52	0.97741
53	0.88918
54	0.79798
55	0.70412
56	0.60791
57	0.50968
58	0.40974
59	0.30843
60	0.20609
61	0.10307
62	-3.0913e-004
63	-0.10369
64	-0.20673
65	-0.30908
66	-0.41042
67	-0.5104
68	-0.6087
69	-0.70499
70	-0.79896
71	-0.8903
72	-0.97873
73	-1.064
74	-1.1457
75	-1.2238
76	-1.2979
77	-1.3679
78	-1.4336
79	-1.4949
80	-1.5516
81	-1.6037
82	-1.6512
83	-1.6941
84	-1.7326
85	-1.7669
86	-1.7974
87	-1.8245
88	-1.849
89	0.
90	-1.872
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	1.1893e-002
99	4.7308e-002
100	9.9599e-002
101	0.16434
102	0.23817
103	0.31852
104	0.40336
105	0.49111
106	0.58045
107	0.67034
108	0.75987
109	0.8483
110	0.935
111	1.0194
112	1.1011
113	1.1796
114	1.2545
115	1.3255
116	1.3923
117	1.4546
118	1.5122
119	1.5648
120	1.6123
121	1.6545
122	1.6912
123	1.7223
124	1.7476
125	1.7672
126	1.7809
127	1.7886
128	1.7904
129	1.7862
130	1.7761
131	1.76
132	1.7381
133	1.7104
134	1.677
135	1.638
136	1.5935
137	1.5437
138	1.4887
139	1.4288
140	1.3642
141	1.295
142	1.2214
143	1.1438
144	1.0624
145	0.97741
146	0.88918
147	0.79798
148	0.70412
149	0.60791
150	0.50968
151	0.40974
152	0.30843
153	0.20609
154	0.10307
155	-3.0913e-004
156	-0.10369
