Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	-1.5466e-004
6	-3.4437e-004
7	-3.8046e-004
8	-3.9596e-004
9	-3.9563e-004
10	-3.9246e-004
11	-3.8728e-004
12	-3.814e-004
13	-3.7503e-004
14	-3.6839e-004
15	-3.6158e-004
16	-3.5465e-004
17	-3.4766e-004
18	-3.4064e-004
19	-3.3359e-004
20	-3.2655e-004
21	-3.195e-004
22	-3.1246e-004
23	-3.0544e-004
24	-2.9843e-004
25	-2.9143e-004
26	-2.8446e-004
27	-2.7751e-004
28	-2.7058e-004
29	-2.6368e-004
30	-2.568e-004
31	-2.4996e-004
32	-2.4315e-004
33	-2.3637e-004
34	-2.2963e-004
35	-2.2292e-004
36	-2.1626e-004
37	-2.0964e-004
38	-2.0307e-004
39	-1.9655e-004
40	-1.9008e-004
41	-1.8366e-004
42	-1.773e-004
43	-1.71e-004
44	-1.6476e-004
45	-1.5858e-004
46	-1.5248e-004
47	-1.4644e-004
48	-1.4048e-004
49	-1.346e-004
50	-1.2879e-004
51	-1.2307e-004
52	-1.1743e-004
53	-1.1188e-004
54	-1.0643e-004
55	-1.0107e-004
56	-9.5803e-005
57	-9.064e-005
58	-8.5582e-005
59	-8.0631e-005
60	-7.5791e-005
61	-7.1065e-005
62	-6.6456e-005
63	-6.1968e-005
64	-5.7603e-005
65	-5.3365e-005
66	-4.9257e-005
67	-4.5283e-005
68	-4.1445e-005
69	-3.7748e-005
70	-3.4194e-005
71	-3.0787e-005
72	-2.753e-005
73	-2.4426e-005
74	-2.1479e-005
75	-1.8693e-005
76	-1.607e-005
77	-1.3614e-005
78	-1.1331e-005
79	-9.2241e-006
80	-7.2995e-006
81	-5.5643e-006
82	-4.028e-006
83	-2.7032e-006
84	-1.6067e-006
85	-7.6036e-007
86	-1.8997e-007
87	8.2924e-008
88	6.6898e-008
89	0.
90	-1.2069e-008
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	1.5466e-004
99	3.4437e-004
100	3.8046e-004
101	3.9596e-004
102	3.9563e-004
103	3.9246e-004
104	3.8728e-004
105	3.814e-004
106	3.7503e-004
107	3.6839e-004
108	3.6158e-004
109	3.5465e-004
