Node Number	Directional Deformation (m)
1	0.
2	0.
3	0.
4	0.
5	2.0558e-002
6	9.9026e-002
7	0.22557
8	0.38935
9	0.57911
10	0.78382
11	0.99294
12	1.1965
13	1.3855
14	1.5516
15	1.6878
16	1.7882
17	1.8483
18	1.865
19	1.8365
20	1.7626
21	1.6445
22	1.4846
23	1.2869
24	1.0561
25	0.79839
26	0.5204
27	0.22952
28	-6.6457e-002
29	-0.35956
30	-0.64188
31	-0.90575
32	-1.144
33	-1.3502
34	-1.5186
35	-1.6448
36	-1.7253
37	-1.7579
38	-1.7417
39	-1.6773
40	-1.5664
41	-1.4121
42	-1.2188
43	-0.99166
44	-0.73711
45	-0.46215
46	-0.17437
47	0.11826
48	0.40765
49	0.68582
50	0.94508
51	1.1783
52	1.3789
53	1.5416
54	1.6617
55	1.7359
56	1.7623
57	1.7401
58	1.67
59	1.5538
60	1.395
61	1.1978
62	0.96775
63	0.71133
64	0.43567
65	0.14848
66	-0.14219
67	-0.42819
68	-0.70143
69	-0.95418
70	-1.1792
71	-1.37
72	-1.5209
73	-1.6273
74	-1.6857
75	-1.694
76	-1.651
77	-1.5571
78	-1.4138
79	-1.2236
80	-0.99015
81	-0.71802
82	-0.41236
83	-7.8817e-002
84	0.27677
85	0.64862
86	1.0313
87	1.4201
88	1.8113
89	0.
90	2.2026
91	0.
92	0.
93	0.
94	0.
95	0.
96	0.
97	0.
98	2.0557e-002
99	9.9026e-002
100	0.22557
101	0.38935
102	0.57911
103	0.78382
104	0.99294
105	1.1965
106	1.3855
107	1.5516
108	1.6878
109	1.7882
110	1.8483
111	1.865
112	1.8365
113	1.7626
114	1.6445
115	1.4846
116	1.2869
117	1.0561
118	0.79839
119	0.5204
120	0.22952
121	-6.6457e-002
122	-0.35956
123	-0.64188
124	-0.90575
125	-1.144
126	-1.3502
127	-1.5186
128	-1.6448
129	-1.7253
130	-1.7579
131	-1.7417
132	-1.6773
133	-1.5664
134	-1.4121
135	-1.2188
136	-0.99166
137	-0.73711
138	-0.46215
139	-0.17437
140	0.11826
141	0.40765
142	0.68582
143	0.94508
144	1.1783
145	1.3789
146	1.5416
147	1.6617
148	1.7359
149	1.7623
150	1.7401
151	1.67
152	1.5538
